claim_id,claim
1344,"“Anyone on Social Security or Disability should know, Project 2025 totally eliminates all benefits.”"
1345,List shows settlements Donald Trump made to 10- to 13-year-old victims of child sex crimes.
1346,CNN producer “caught on hot mic” commenting on Maxine Waters’ “wig problem.”
1347,"In 2020, “only nine NATO allies were spending 2%” of their GDP on defense. “This year, 23 will spend at least 2%.”"
1348,LGBTQ+ leaders sign World Economic Forum treaty to “Accept Pedophiles as 'Legally Protected Minority’”
1349,Official Navy photographs show an unidentified flying object in the Arctic Ocean in 1971.
1350,“Every single McDonald’s french fry comes exclusively from potatoes grown on Bill Gates-owned farmland.”
1351,"Black women in the U.S. are “three to four times more likely to die in connection with childbirth than other women."""
1352,“Deadlines have passed in … Wisconsin” to replace President Joe Biden on the ballot.
1353,"Kamala Harris ""co-sponsored, fully sponsored"" the Green New Deal."
1354,"""Miami Dolphins QB Tua Tagovailoa” had a “front-row seat” reserved at Donald Trump’s Miami rally."
1355,Video shows Elon Musk saying Oreos are “satanic.”
1356,"“Elective abortions up to and including the moment of birth. Healthy, 9-month-year-old baby killed at the moment of birth. That’s what Jon Tester and the Democrats have voted for.”"
1357,"Video shows “huge green coloured meteor” on July 7, 2024, in Budapest, Hungary."
1358,CNN reported July 3 that “Joe has decided to drop out of the 2024 Presidential race and will be replaced by Hunter Biden.”
1359,“The New York Times has closed its main Threads account.”
1360,“Officially; Lia Thomas has lost every title.”
1361,Video shows tornado caused by Hurricane Beryl in July 2024.
1362,"La compañía Fisher-Price creó un juguete ""Ouija para niños”."
1363,"Video shows “Florida beach tornado” July 7, 2024"
1364,Photo shows Mount Etna erupting in Sicily in July 2024.
1365,President Joe Biden had a “medical emergency on Air Force One” on July 5.
1366,The Associated Press reported “prosecutors are reconsidering bringing charges against former President Donald J. Trump on child rape and molestation charges.”
1367,Project 2025 mandates women carry “period passports” to “track their menstrual cycles” and “monitor pregnancies.”
1368,“Roundabouts are causing tornadoes.”
1369,"A McDonald’s billboard said, “Hey crypto bro’s we are hiring.”"
1370,"“In official capacity, Biden orders DOJ to arrest 6 justices of SCOTUS.”"
1371,"La comunidad de hispanos se puede beneficiar de una ""Nueva ley de prosperidad nacional elimina hasta 47,000 en deudas de tarjetas de crédito""."
1372,"Photo shows “Roman tidal baths in Malta, still at sea level after thousands of years!”"
1373,“Disney and Google bought the rights to the first King James Bible.”
1374,"""For 18 months under President Trump, not a single American was harmed in Afghanistan.”"
1375,C-sections are coded as abortions in hospitals.
1376,"""Huracán Beryl pasado por la isla Canarias todo quedo bajo Agua y Horacio por todo la isla afectada ""."
1377,“Riley Gaines won $10 million against Whoopi Goldberg for defaming her reputation.”
1378,"Activistas de Just Stop Oil ""han rociado con pintura naranja el avión de Taylor Swift, en el aeródromo privado de Stansted, en el Reino Unido""."
1379,"""Malaysia Airlines Flight MH370 returns after 10-year mystery"""
1380,"“En la última conferencia médica en Estados Unidos, el Dr. Juan Rivera presentó una nueva terapia que ha sido validada y demostrada efectiva para manejar el tinnitus”."
1381,"""President Zelenskyy’s wife orders 4 million dollar Bugatti” in Paris with U.S. tax money."
1382,“Planes full of unvetted ‘refugees’ are being accepted at the Milw. & Madison airports!”
1383,Video shows Dr. Ben Carson promoting an erectile dysfunction treatment.
1384,“WNBA organizers have officially announced an investigation into the referees in all of Caitlin Clark's games for ignoring all dirty actions by her opponents against her.”
1385,Michael J. Fox “doesn’t have Parkinson’s disease.”
1386,“Just Stop Oil activists paint Taylor Swift’s private jets.”
1387,"“R. Kelly has been released from United States of America Federal Prison, Chicago.”"
1388,"Border Patrol agents take migrants ""to the Yuma airport, put them on a plane to any destination they want. ... And they pay their ticket. And then they get reimbursement from FEMA."""
1389,El 30 de junio de 2024 falleció el expresidente de Estados Unidos Barack Obama.
1390,"A 2019 clip from the show “Project Runway,” with a face mask and a designer named Kovid, is proof that the COVID-19 pandemic was a hoax."
1391,"Photo shows a missing child in Pike County, Missouri."
1392,The city of San Francisco posted street signs warning that “stolen goods must remain under $950.”
1393,"“Gordon Ramsay kicks Lia Thomas out of his restaurant, 'Dine in some woke place.'"""
1394,"“The weapons that Ukraine used in the early days of this war to fend off the Russian invasion are the weapons that Donald Trump sent, that Barack Obama and Joe Biden had refused to send.”"
1395,A jury “ordered Disney and Lucasfilm to pay” actor Gina Carano $115 million.
1396,"Says as of June 30, “the decision has been made that (President Joe Biden) will quit the campaign.”"
1397,"“Nuevo programa en línea está enviando a estudiantes laptops Apple gratis y subvenciones en efectivo""."
1398,"Chiefs' Coach Andy Reid ""fires 3 top players for anthem kneeling."""
1399,"""No live audience” at CNN debate means “We are watching a scripted movie.”"
1400,"""There were 42,000 people diagnosed with (an) STD in Houston” in one week."
1401,“Actor and comedian Tim Allen died suddenly” in a “fatal car accident.”
1402,The Gates Foundation “awarded $9.5 million to UW-Madison to make H5N1 bird flu transmissible to humans.”
