claim,evidence,label
North Carolina Republicans “took money out of western North Carolina” with Hurricane Helene relief bill.,"North Carolina legislators enacted a bill that eliminates the governor’s power to boost unemployment benefits during states of emergency. | The law takes effect March 1, when the current state of emergency is scheduled to expire. | Democratic former Gov. Roy Cooper argued that Hurricane Helene victims will still need the enhanced benefits after March 1.",supports
"“Under Trump's executive order, every single person in America is now legally classified as female.”","President Donald Trump issued an executive order defining the terms ""male"" and ""female"" based on whether a person belongs ""at conception"" to the sex that produces sperm or eggs. | Neither sperm nor eggs are produced at conception. Zygotes have only genetic information determining sex. After about six weeks, growing embryos begin to develop sex-specific structures. | Although scientists once theorized that all embryos start developing as females, recent research suggests that neither sex is ""default."" Legal experts told PolitiFact they see no basis for the claim that his order would ""legally classify"" everyone as female.",refutes
“President Trump just announced full nationwide concealed carry reciprocity.”,"President Donald Trump hasn’t expanded concealed carry reciprocity in the United States, though he’s promised to sign legislation that accomplishes as much. Congressional Republicans reintroduced a bill to expand concealed carry permit rights.",refutes
Image shows President Donald Trump’s response “to Selena Gomez’ meltdown.”,This post was fabricated.,refutes
"“The Fraternal Order of Police, the largest police union in the country, just released a statement rescinding their endorsement of President Trump.”","The Fraternal Order of Police issued a statement expressing disappointment with President Donald Trump’s decision to pardon people convicted of storming the U.S. Capitol on Jan. 6, 2021. | The organization did not rescind its 2024 endorsement of Trump in the presidential race.",refutes
“Serial killer Ryan Edward … is on the run after killing 3 female police officers.”,This is a hoax.,refutes
“El presidente Donald Trump acaba de firmar una orden ejecutiva que prohíbe la residencia permanente a inmigrantes que se casen con un ciudadano estadounidense”.,No encontramos reportes federales o declaraciones verídicas que digan que el presidente Donald Trump firmó una orden ejecutiva para prohibir la residencia permanente a inmigrantes que se casen con ciudadanos estadounidenses. | Expertos dijeron que el derecho a la residencia permanente basada en matrimonio está protegido bajo la Ley de Inmigración y Nacionalidad y requeriría una ley del Congreso para cambiar ese hecho.,refutes
"“Elon Musk confirms he will spend a massive amount to acquire MSNBC, vows to fire Joy Reid to ‘end toxicity.’”",This claim is unfounded.,refutes
Wisconsin makes it more difficult for its citizens to vote than almost any state in the nation.,"Looking only at voter ID laws, Wisconsin’s is one of the strictest in the country, according to the National Conference of State Legislatures, but there are other factors besides the voter ID law that affect how easy or hard it is to vote. | According to the Cost of Voting Index, which ranks the ease or difficulty of voting in each state based on 50-plus election laws and policies, Wisconsin was the fifth-hardest state in the nation to vote. | Other factors besides the voter ID law that hurt Wisconsin’s ranking include a lack of true early voting, stringent rules for voter registration drives and no automatic registration or pre-registration for young people, a researcher for the index said.",supports
A proposed constitutional amendment “would allow anyone to run for a 3rd term. Including — Barack Obama.”,This proposed constitutional amendment wouldn’t let someone who served two consecutive presidential terms run for a third term.,refutes
“BREAKING NEWS: Michael Jordan calls for ban on pride flag in sports and US school system.”,This claim originated from satire.,refutes
"President Donald Trump signed an executive order to replace the IRS with the External Revenue Service, eliminating tax returns and income tax.","President Donald Trump directed his Cabinet to explore the feasibility of creating an External Revenue Service to collect tariff revenues. Congress would need to pass a law to create the agency. | Trump’s action does not eliminate the IRS or federal income taxes. | Trump has proposed extending the 2017 Tax Cuts and Jobs Act and further cutting taxes on certain income, including tips.",refutes
