claim,label_multi,label_bin,speaker,date_parsed
"""Nueva orden ejecutiva desde la Casa Blanca tiene identificado a más de 47,000 cubanos con residencia legal los cuales serán puestos en proceso de deportación por haber viajado a Cuba después de su aprobación de asilo político"".",refutes,0,Facebook posts,2025-03-10
"Myrtle Beach, South Carolina, area fires were intentional to build a “smart city.”",refutes,0,Social Media,2025-03-10
"A partir del 28 de febrero “para comprar en supermercados pedirán tu identificación, pero no es por seguridad, es para cazar inmigrantes ilegales”.",refutes,0,TikTok posts,2025-03-10
"""Apple quietly removed International Women’s Day from their calendar app.”",refutes,0,Social Media,2025-03-07
U.S. Agency for International Development subsidized CNN and MSNBC hosts’ salaries.,refutes,0,Laura Loomer,2025-03-07
U.S. Rep. Nancy Pelosi’s vineyard received $14 million in U.S. Agency for International Development funds for “experimental farming.”,refutes,0,Social Media,2025-03-07
“DOGE stopped an annual payment to Barack Obama for $2.6 million for ‘royalties associated with Obamacare.’”,refutes,0,Social Media,2025-03-05
The Trump administration identified $1.9 billion in federal dollars going to a “decarbonization of homes” group Stacey Abrams “headed up.”,refutes,0,Donald Trump,2025-03-05
"President Donald Trump posted on X that “If the Dow drops 1,000 points in two days the President should be impeached immediately.”",refutes,0,X posts,2025-03-05
Elon Musk posted on X that billionaires are “tired of subsidizing” public services.,refutes,0,Social Media,2025-03-04
"“After the referendum, Milwaukee Public Schools has a larger tax levy than the City of Milwaukee.”",supports,1,Cavalier Johnson,2025-03-03
"“DOGE discovers Louisiana man with 34 different names, addresses, and Social Security numbers. He was collecting $1,168,646 in (Social Security) per year.”",refutes,0,Facebook posts,2025-02-28
“The Texas measles outbreak is pure propaganda” because media outlets used stock images.,refutes,0,Threads posts,2025-02-28
"Maine Gov. Janet Mills said, “If (President) Donald Trump stops federal funding to Maine, we the people of Maine will take out federal taxes from all paychecks and no taxes will be paid to the federal government.”",refutes,0,Social Media,2025-02-28
"A measles outbreak in Gaines County, Texas, was caused by “a public health initiative” to “distribute free measles vaccines.”",refutes,0,Facebook posts,2025-02-28
“90% of the (school) districts in Wisconsin already have a policy” banning cellphones during class time.,supports,1,Joel Kitchens,2025-02-28
"Zero votes for 2024 Democratic presidential nominee Kamala Harris in Rockland County, New York, precinct proves Elon Musk hacked 2024 presidential election.",refutes,0,Social Media,2025-02-26
“We've never audited government for 100 years.”,refutes,0,Kevin O'Leary,2025-02-26
"U.S. Secretary of Health and Human Services Robert F. Kennedy Jr. wrote on X, “In my first 6 months as HHS secretary … I’ll ban chemtrails.”",refutes,0,Viral image,2025-02-26
“Breaking News: Rep. Ilhan Omar has been removed from the House Foreign Affairs Committee.”,refutes,0,Instagram posts,2025-02-26
“La presidenta de México Claudia Sheinbaum PROHIBE la entrada al nuevo IPHONE de la empresa tecnológica.”,refutes,0,Facebook posts,2025-02-26
Photos show Elon Musk in a fight during a science conference.,refutes,0,Facebook posts,2025-02-26
“Stacey Abrams stole $2 BILLION from taxpayers.”,refutes,0,Facebook posts,2025-02-26
"It’s “official” that President Donald Trump is signing an “order from Elon Musk giving taxpayers who have filed their 2024 tax returns a stimulus check for $5,000.”",refutes,0,Facebook posts,2025-02-26
“The single biggest driver of our national debt since 2001 has been Republican tax cuts.”,supports,1,Patty Murray,2025-02-25
“Noticia de Ultima Hora! Su Santidad el Papa Francisco ha fallecido” el 24 de febrero del 2025.,refutes,0,Facebook posts,2025-02-25
“Malia Obama received $2.2 million in funds from USAID.”,refutes,0,Instagram posts,2025-02-25
"Pope Francis died as of Feb. 23, 2025.",refutes,0,Facebook posts,2025-02-25
Ukraine President Volodymyr Zelenskyy “blocked Truth Social in Ukraine.”,refutes,0,Social Media,2025-02-25
The Chicago Cubs owner is bankrolling Brad Schimel.,supports,1,Social Media,2025-02-25
Elon Musk posted on X he is planning to suspend Ukraine President Volodymyr Zelenskyy’s X account.,refutes,0,Threads posts,2025-02-24
"""The Philadelphia Eagles have declined their invitation to the White House,” as of Feb. 24.",refutes,0,Social Media,2025-02-24
Elon Musk “contracted a helicopter and the first DOGE payments are being” dispersed in California.,refutes,0,Facebook posts,2025-02-24
“Delta plane that crashed in Toronto operated by Endeavor Air with all-female flight crew.”,refutes,0,Instagram posts,2025-02-21
"Says Luigi Mangione posted on X, “He who saves his country does not violate any law.”",refutes,0,Viral image,2025-02-21
“The media is showing how Obama’s birth certificate was changed! He was never born in the U.S. so he was never a real president!”,refutes,0,Facebook posts,2025-02-21
President Joe Biden’s immigration policy was “a giant voter importation scam.”,refutes,0,Elon Musk,2025-02-21
El congresista Adriano Espaillat muestra “La nueva bandera que están promoviendo para República Dominicana que se va a llamar 'DominicoHaiti'”.,refutes,0,Facebook posts,2025-02-21
“US Debt Clock” numbers prove “DOGE has saved taxpayers $64 billion dollars in just 17 days.”,refutes,0,Social Media,2025-02-21
"Video shows White House Press Secretary Karoline Leavitt saying Americans can get $4,800 subsidy because Department of Government Efficiency cuts found “extra money.”",refutes,0,Facebook posts,2025-02-21
"Says Barron Trump posted on X, “We’re on the brink of uncovering a dark legacy in this country that’s been hidden for far too long.”",refutes,0,Instagram posts,2025-02-21
"Says Elon Musk said on X, “Spoiled crybabies across the country are protesting against America’s golden age. Brats like them should go to prison.”",refutes,0,Viral image,2025-02-21
“The very LIBERAL 9th Circuit Court has ruled that 84 of Biden's last-minute pardons are unconstitutional.”,refutes,0,Facebook posts,2025-02-21
Video shows Barron Trump singing on “America’s Got Talent.”,refutes,0,Facebook posts,2025-02-21
“You either have XX or XY chromosomes. Those are the options.”,refutes,0,Nancy Mace,2025-02-21
"A photo shows Jonathan Simpson, the pilot of “Delta’s crash in Toronto, Canada.”",refutes,0,Threads posts,2025-02-20
“Elon Musk just ordered all federal workers to be tested for drugs and those that fail have 30 days to retest clean or be fired.”,refutes,0,Threads posts,2025-02-20
Volodymyr Zelenskyy “started” the war in Ukraine with Russia.,refutes,0,Donald Trump,2025-02-19
“Barack and Michelle Obama locked in bombshell divorce of the century.”,refutes,0,Facebook posts,2025-02-19
“An ICE minivan was reportedly set on fire in Philadelphia.”,refutes,0,Social Media,2025-02-19
"Mexican President Claudia Sheinbaum said, “I told President (Donald) Trump the best way to make rapists and criminals feel unwelcome in the U.S. is for their citizens to stop electing them.”",refutes,0,Facebook posts,2025-02-19
Michael Jordan said that “any athlete who kneels for our national anthem should lose their medal.”,refutes,0,Facebook posts,2025-02-19
Video shows X owner Elon Musk promoted a “bedtime trick” to cure diabetes.,refutes,0,Facebook posts,2025-02-19
Wisconsin does not “require judges to automatically recuse just because they have done some kind of legal work in the past as a lawyer.”,supports,1,Susan Crawford,2025-02-19
“The NFL admits to canceling Elon's DOGE Super Bowl ads.”,refutes,0,Threads posts,2025-02-18
“DOGE subcommittee discovered $2.7 trillion in improper” Medicaid and Medicare payments to people overseas.,refutes,0,Social Media,2025-02-18
"The federal workforce grew from 2.1 to 3 million under President Joe Biden, “a 46% increase since Biden took office.”",refutes,0,X posts,2025-02-18
“Elon Musk announced that he will not sell Tesla Cybertruck to anyone belonging to the ‘pride’ community.”,refutes,0,Facebook posts,2025-02-17
"“Mel Gibson passes on $100 million Netflix deal to work with Robert De Niro, declares: ‘Keep that woke clown away from me.’”",refutes,0,Facebook posts,2025-02-17
“FEMA sent $59M LAST WEEK to luxury hotels in New York City to house illegal migrants… That money is meant for American disaster relief.”,refutes,0,Elon Musk,2025-02-14
An episode of “The Simpsons” showed a President Donald Trump-like character in a coffin and predicted Feb. 14 would be the “day everything changes.”,refutes,0,Facebook posts,2025-02-14
Former USAID Administrator Samantha Power’s net worth “skyrocketed” from $6.7 million to $30 million in three years.,refutes,0,Mario Nawfal,2025-02-14
Pennsylvania Gov. Josh Shapiro is “being charged with the attempted assassination of Trump.”,refutes,0,Social Media,2025-02-14
"President Donald Trump said he “‘didn’t have time’ to meet the families of the men, women and children who tragically died in the plane crash.”",refutes,0,Threads posts,2025-02-14
Photo shows National Intelligence Director Tulsi Gabbard and President Donald Trump at her swearing-in.,refutes,0,Viral image,2025-02-14
"The United States is “last in education out of 40 states … but we're number one in cost per pupil.""",refutes,0,Donald Trump,2025-02-13
Elon Musk spent $40 million to buy five Super Bowl Commercial ads to promote DOGE.,refutes,0,Facebook posts,2025-02-13
Coca-Cola “sells out its own workers to ICE.”,refutes,0,Instagram posts,2025-02-13
Video shows a sinkhole opened in New York City in February 2025.,refutes,0,Instagram posts,2025-02-13
Video shows celebrities wearing T-shirts with graphics of a middle finger and the word “Kanye.”,refutes,0,Viral image,2025-02-13
"Says Kash Patel said, “FBI investigation uncovers 256 emails between Adam Schiff and Jeffrey Epstein.”",refutes,0,Instagram posts,2025-02-12
Photo shows Mexican President Claudia Sheinbaum wearing a “Make America Mexicana Again” hat.,refutes,0,Viral image,2025-02-12
"Says Mexican President Claudia Sheinbaum told President Donald Trump, “They will beg us to tear down this ugly wall.”",refutes,0,Facebook posts,2025-02-12
"Bill Gates said, “Defunding USAID will bring about another mystery illness across the world.”",refutes,0,Social Media,2025-02-12
“JAG arrests … USDA Inspector General Phyllis Fong.”,refutes,0,Facebook posts,2025-02-11
Video shows President Donald Trump was “booed at the Super Bowl.”,refutes,0,Viral image,2025-02-11
"Says U.S. Sen. Elizabeth Warren said, “There is nothing in the Constitution that says ordinary citizens have a right to see what we spend our tax dollars on.”",refutes,0,Instagram posts,2025-02-11
Photo shows someone raising two middle fingers at President Donald Trump at the 2025 Super Bowl.,refutes,0,Viral image,2025-02-11
President Donald Trump posted that “the Chiefs’ Super Bowl performance was a disaster” and “too focused on DEI nonsense.”,refutes,0,Threads posts,2025-02-11
A ‘60 Minutes’ clip shows Kamala Harris lying while cameras roll. “,refutes,0,Instagram posts,2025-02-11
Ring is “alerting people about (Immigration and Customs Enforcement) raids.”,refutes,0,Instagram posts,2025-02-10
"As head football coach at Texas Tech University, “I recruited (Patrick Mahomes) ... I’ve got to be very good friends with him.”",refutes,0,Tommy Tuberville,2025-02-09
